|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|f_sent|f_text
1445|отраслевой|отраслевую|отраслевую|ADJF|1364|91|7|||||accs|sing|femn|||||||||||||1.0|3
1446|тематика|тематику|тематику|NOUN|1365|91|8|||||accs|sing|femn|inan||||||||||||1.0|4
1447|,|,|,|PNCT|1366|91|9|PNCT|||||||||||||||||||2.0|141
1448|skeys-%|skeys-%|skeys-%|LATN|1367|91|10|LATN|||||||||||||||||||1.0|2
1449|<|<|<|PNCT|1368|91|11|PNCT|||||||||||||||||||1.0|2
1450|1|1|1|NUMB|1369|91|12|NUMB|||||||||||||||||||1.0|1
1451|.|.|.|PNCT|1370|91|13|PNCT|||||||||||||||||||1.0|103
1452|анализ|анализ|Анализ|NOUN|1371|92|1|||||nomn|sing|masc|inan||||||||||||1.0|8
1453|взаимный|взаимного|взаимного|ADJF|1372|92|2|||||gent|sing|masc|||||||||||Qual||1.0|1
1454|сочетание|сочетания|сочетания|NOUN|1373|92|3|||||gent|sing|neut|inan||||||||||||1.0|1
1455|показатель|показателей|показателей|NOUN|1374|92|4|||||gent|plur|masc|inan||||||||||||1.0|2
1456|статистика|статистики|статистики|NOUN|1375|92|5|||||gent|sing|femn|inan||||||||||||1.0|2
1457|,|,|,|PNCT|1376|92|6|PNCT|||||||||||||||||||2.0|141
1458|может|может|может|CONJ|1377|92|7|BADW|||||||||||||||||||1.0|1
1459|быть|быть|быть|INFN|1378|92|8|BADW|||||||||||impf||||||||1.0|1
1460|не|не|не|PRCL|1379|92|9||||||||||||||||||||1.0|28
1461|менее|менее|менее|ADVB|1380|92|10|BADW|||||||||||||||||||1.0|4
1462|интересен|интересен|интересен|ADJS|1381|92|11||||||sing|masc|||||||||||Qual||1.0|1
1463|,|,|,|PNCT|1382|92|12|PNCT|||||||||||||||||||2.0|141
1464|например|например|например|CONJ|1383|92|13|BADW|||||||||||||||||||1.0|1
1465|.|.|.|PNCT|1384|92|14|PNCT|||||||||||||||||||1.0|103
1467|выявление текста|выявление текст|выявление текстов|2GRM|1385|93|1|nPNC|87.0||||||||||||||||||1.0|3
1466|выявление|выявление|выявление|NOUN|1385|93|1|||||nomn|sing|neut|inan||||||||||||1.0|7
1468|текст|текстов|текстов|NOUN|1386|93|2|||||gent|plur|masc|inan||||||||||||1.0|30
1469|широкий охват|широкого охвата|широкого охвата|WIQM|1387|93|3|WIQM|23.0||||||||||||||||||1.0|1
1470|широкий|широкого|широкого|ADJF|1387|93|3|||23.0||gent|sing|masc|||||||||||Qual||1.0|1
1471|охват|охвата|охвата|NOUN|1388|93|4|||23.0||gent|sing|masc|inan||||||||||||1.0|1
1472|,|,|,|PNCT|1389|93|5|PNCT|||||||||||||||||||1.0|141
1473|keys-%|keys-%|keys-%|LATN|1390|93|6|LATN|||||||||||||||||||2.0|2
1474|>|>|>|PNCT|1391|93|7|PNCT|||||||||||||||||||1.0|2
1475|45%|45%|45%|NUSR|1392|93|8|NUSR|||||||||||||||||||1.0|1
1476|при|при|при|PREP|1393|93|9|BADW|||||||||||||||||||1.0|3
1477|ukeys-%|ukeys-%|ukeys-%|LATN|1394|93|10|LATN|||||||||||||||||||1.0|1
1478|стремящийся|стремящемуся|стремящемуся|PRTF|1395|93|11|||||datv|sing|masc||pres|intr||impf|||actv|||||1.0|1
1479|к|к|к|NOUN|1396|93|12|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
1480|keys-%|keys-%|keys-%|LATN|1397|93|13|LATN|||||||||||||||||||2.0|2
1481|.|.|.|PNCT|1398|93|14|PNCT|||||||||||||||||||1.0|103
1482|для|для|Для|GRND|1399|94|1|BADW||||||||pres|tran||impf||||||||1.0|13
1483|чего|чего|чего|ADVB|1400|94|2|BADW|||||||||||||||||||1.0|2
1484|всё|всё|всё|PRCL|1401|94|3|BADW|||||||||||||||||||1.0|2
1485|это|это|это|PRCL|1402|94|4|BADW|||||||||||||||||||1.0|7
1486|написан|написано|написано|PRTS|1403|94|5||||||sing|neut||past|||perf|||pssv|||||1.0|2
1487|.|.|.|PNCT|1404|94|6|PNCT|||||||||||||||||||1.0|103
1488|nrlpk|nrlpk|nrlpk|LATN|1405|95|1|LATN|||||||||||||||||||1.0|13
1489|нахожусь|находится|находится|VERB|1406|95|2||||||sing|||pres|intr||impf|3per|||indc||||1.0|2
1490|в|в|в|NOUN|1407|95|3|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1491|состояние|состоянии|состоянии|NOUN|1408|95|4||||||sing|neut|inan||||||||||||1.0|1
1492|готовность|готовности|готовности|NOUN|1409|95|5|||||gent|sing|femn|inan||||||||||||1.0|1
1493|к|к|к|NOUN|1410|95|6|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
1494|работа|работе|работе|NOUN|1411|95|7|||||datv|sing|femn|inan||||||||||||1.0|6
1495|с|с|с|NOUN|1412|95|8|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1496|текущий|текущими|текущими|ADJF|1413|95|9||||||plur||||||||||||||1.0|1
1497|показатель|показателями|показателями|NOUN|1414|95|10||||||plur|masc|inan||||||||||||1.0|2
1498|качество|качества|качества|NOUN|1415|95|11|||||gent|sing|neut|inan||||||||||||1.0|13
1499|обработка|обработки|обработки|NOUN|1416|95|12|||||gent|sing|femn|inan||||||||||||1.0|3
1501|русский текст|русский текст|русских текстов|2GRM|1417|95|13|nPNC|36.0||||||||||||||||||1.0|3
1500|русский|русских|русских|ADJF|1417|95|13|||||gent|plur||||||||||||Subx||1.0|4
1502|текст|текстов|текстов|NOUN|1418|95|14|||||gent|plur|masc|inan||||||||||||1.0|30
1503|,|,|,|PNCT|1419|95|15|PNCT|||||||||||||||||||1.0|141
1504|но|но|но|CONJ|1420|95|16|BADW|||||||||||||||||||1.0|4
1505|не|не|не|PRCL|1421|95|17||||||||||||||||||||1.0|28
1506|предоставляюсь|предоставляется|предоставляется|VERB|1422|95|18||||||sing|||pres|intr||impf|3per|||indc||||1.0|1
1507|как|как|как|ADVB|1423|95|19|BADW|||||||||||||||||||1.0|4
1508|сервис|сервис|сервис|NOUN|1424|95|20|||||nomn|sing|masc|inan||||||||||||1.0|1
1509|.|.|.|PNCT|1425|95|21|PNCT|||||||||||||||||||1.0|103
1510|автор|автор|Автор|NOUN|1426|96|1|||||nomn|sing|masc|anim||||||||||||1.0|5
1511|имею|имеет|имеет|VERB|1427|96|2||||||sing|||pres|tran||impf|3per|||indc||||1.0|3
1512|четкий|четкие|четкие|ADJF|1428|96|3||||1.0|accs|plur||inan||||||||||Qual||1.0|1
1513|и|и|и|CONJ|1429|96|4|BADW|||||||||||||||||||2.0|44
1514|понятный|понятные|понятные|ADJF|1430|96|5|||||accs|plur||inan||||||||||Qual||1.0|1
1515|направление|направления|направления|NOUN|1431|96|6|||||accs|plur|neut|inan||||||||||||1.0|1
1516|развитие|развития|развития|NOUN|1432|96|7|||||accs|plur|neut|inan||||||||||||1.0|3
1517|в|в|в|NOUN|1433|96|8|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
1518|сторона|сторону|сторону|NOUN|1434|96|9|||||accs|sing|femn|inan||||||||||||1.0|1
1519|повышение|повышения|повышения|NOUN|1435|96|10|||||gent|sing|neut|inan||||||||||||1.0|1
1520|процент|процента|процента|NOUN|1436|96|11|||||gent|sing|masc|inan||||||||||||2.0|3
1521|качество|качества|качества|NOUN|1437|96|12|||||gent|sing|neut|inan||||||||||||1.0|13
1522|и|и|и|CONJ|1438|96|13|BADW|||||||||||||||||||2.0|44
1523|стабилизация|стабилизации|стабилизации|NOUN|1439|96|14|SPEC||||gent|sing|femn|inan||||||||||||1.0|1
1524|это|этого|этого|NPRO|1440|96|15|BADW||||gent|sing|neut|||||||||||||1.0|7
1525|процент|процента|процента|NOUN|1441|96|16|||||gent|sing|masc|inan||||||||||||2.0|3
1526|.|.|.|PNCT|1442|96|17|PNCT|||||||||||||||||||1.0|103
1527|для|для|Для|GRND|1443|97|1|BADW||||||||pres|tran||impf||||||||1.0|13
1528|развитие|развития|развития|NOUN|1444|97|2|||||nomn|plur|neut|inan||||||||||||2.0|3
1529|этот|этой|этой|ADJF|1445|97|3|BADW||||gent|sing|femn|||||||||||Apro|Anph|1.0|7
1530|задача|задачи|задачи|NOUN|1446|97|4|||||nomn|plur|femn|inan||||||||||||1.0|5
1531|требуюсь|требуется|требуется|VERB|1447|97|5||||||sing|||pres|intr||impf|3per|||indc||||1.0|1
1532|стратегический|стратегический|стратегический|ADJF|1448|97|6|||||nomn|sing|masc|||||||||||||1.0|1
1533|инвестор|инвестор|инвестор|NOUN|1449|97|7|||||nomn|sing|masc|anim||||||||||||1.0|1
1534|и/или|и/или|и/или|WLTR|1450|97|8|WLTR|||||||||||||||||||1.0|1
1535|новый|новый|новый|ADJF|1451|97|9|||||nomn|sing|masc|||||||||||Qual||1.0|1
1536|правообладатель|правообладатель|правообладатель|NOUN|1452|97|10|||||nomn|sing|masc|anim||||||||||||1.0|1
1537|готовый|готовый|готовый|ADJF|1453|97|11|||||nomn|sing|masc|||||||||||Qual||1.0|1
1538|к|к|к|NOUN|1454|97|12|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||2.0|16
1539|дальнейший|дальнейшему|дальнейшему|ADJF|1455|97|13|||||datv|sing|masc|||||||||||||1.0|1
1540|развитие|развитию|развитию|NOUN|1456|97|14|||||datv|sing|neut|inan||||||||||||2.0|3
1541|проект|проекта|проекта|NOUN|1457|97|15|||||gent|sing|masc|inan||||||||||||1.0|1
1542|к|к|к|NOUN|1458|97|16|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||2.0|16
1543|обозначенный|обозначенным|обозначенным|PRTF|1459|97|17|||||datv|plur|||past|tran||perf|||pssv|||||1.0|1
1544|цель|целям|целям|NOUN|1460|97|18|||||datv|plur|femn|inan||||||||||||1.0|1
1545|.|.|.|PNCT|1461|97|19|PNCT|||||||||||||||||||1.0|103
1546|p.s|p.s|P.S|LATN|1462|98|1|LATN|||||||||||||||||||1.0|1
1547|.|.|.|PNCT|1463|98|2|PNCT|||||||||||||||||||1.0|103
1548|метка|метки|Метки|NOUN|1464|99|1|||||gent|sing|femn|inan||||||||||||1.0|1
1549|к|к|к|NOUN|1465|99|2|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
1550|это|этому|этому|NPRO|1466|99|3|BADW||||datv|sing|neut|||||||||||||1.0|7
1551|,|,|,|PNCT|1467|99|4|PNCT|||||||||||||||||||3.0|141
1552|начальный|начальному|начальному|ADJF|1468|99|5|||||datv|sing|masc|||||||||||Qual||1.0|2
1553|,|,|,|PNCT|1469|99|6|PNCT|||||||||||||||||||3.0|141
1554|на|на|на|INTJ|1470|99|7|BADW|||||||||||||||||||1.0|17
1555|хабре|хабре|Хабре|NOUN|1471|99|8|NAME||||nomn|sing||anim||||||||||Name||1.0|1
1556|чуть|чуть|чуть|ADVB|1472|99|9|BADW|||||||||||||||||||1.0|1
1557|изменен|изменен|изменен|PRTS|1473|99|10||||1.0||sing|masc||past|||perf|||pssv|||||1.0|1
1558|,|,|,|PNCT|1474|99|11|PNCT|||||||||||||||||||3.0|141
1559|текст|тексту|тексту|NOUN|1475|99|12|||||datv|sing|masc|inan||||||||||||1.0|30
1560|пн|приведены ниже|приведены ниже|ABVR|1476|99|13|oPNC|24.0||||||||||||||||||1.0|1
1561|приведён|приведены|приведены|PRTS|1476|99|13|||24.0|||plur|||past|||perf|||pssv|||||1.0|2
1562|ниже|ниже|ниже|ADVB|1477|99|14|BADW||24.0|||||||||||||||||1.0|1
1563|автоматически|автоматически|автоматически|ADVB|1478|99|15||||||||||||||||||||1.0|3
1564|сгенерирован|сгенерированы|сгенерированы|PRTS|1479|99|16||||||plur|||past|||perf|||pssv|||||1.0|1
1565|nrlpk|nrlpk|nrlpk|LATN|1480|99|17|LATN|||||||||||||||||||1.0|13
1566|с|со|со|PREP|1481|99|18|BADW||||||||||||||||||Vpre|1.0|25
1567|следующий|следующими|следующими|ADJF|1482|99|19||||||plur||||||||||||||1.0|4
1568|параметр|параметрами|параметрами|NOUN|1483|99|20||||||plur|masc|inan||||||||||||1.0|1
1569|.|.|.|PNCT|1484|99|21|PNCT|||||||||||||||||||1.0|103
1570|не|не|не|PRCL|1485|100|1||||||||||||||||||||1.0|28
1571|признавать|признавать|признавать|INFN|1486|100|2||||||||||||impf||||||||1.0|2
1572|ключ|ключами|ключами|NOUN|1487|100|3||||||plur|masc|inan||||||||||||1.0|11
1573|выражение|выражений|выражений|NOUN|1488|100|4|||||gent|plur|neut|inan||||||||||||1.0|17
1574|с|с|с|NOUN|1489|100|5|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1575|числовой|числовыми|числовыми|ADJF|1490|100|6||||||plur||||||||||||||1.0|4
1576|данные|данными|данными|NOUN|1491|100|7||||||plur||inan|||||||||Pltm|||1.0|8
1577|.|.|.|PNCT|1492|100|8|PNCT|||||||||||||||||||1.0|103
1578|признавать|признавать|признавать|INFN|1493|101|1||||||||||||impf||||||||1.0|2
1579|ключ|ключами|ключами|NOUN|1494|101|2||||||plur|masc|inan||||||||||||1.0|11
1580|слово|слова|слова|NOUN|1495|101|3|||||gent|sing|neut|inan||||||||||||1.0|32
1581|,|,|,|PNCT|1496|101|4|PNCT|||||||||||||||||||1.0|141
1582|повторяющийся|повторяющиеся|повторяющиеся|PRTF|1497|101|5|||||accs|plur||inan|pres|intr||impf|||actv|||||1.0|1
1583|по|по|по|NOUN|1498|101|6|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
1584|текст|тексту|тексту|NOUN|1499|101|7|||||datv|sing|masc|inan||||||||||||1.0|30
1585|не|не|не|PRCL|1500|101|8||||||||||||||||||||1.0|28
1586|менее|менее|менее|ADVB|1501|101|9|BADW|||||||||||||||||||1.0|4
1587|8 раз|8 раз|8 раз|NUSR|1502|101|10|NUSR|25.0||||||||||||||||||1.0|1
1588|8|8|8|NUMB|1502|101|10|NUMB||25.0|||||||||||||||||1.0|1
1589|раз|раз|раз|ADVB|1503|101|11|BADW||25.0|||||||||||||||||1.0|4
1590|.|.|.|PNCT|1504|101|12|PNCT|||||||||||||||||||1.0|103
1591|с|с|С|NOUN|1505|102|1|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
1592|детальный|детальными|детальными|ADJF|1506|102|2||||||plur||||||||||||Qual||1.0|1
1593|данные|данными|данными|NOUN|1507|102|3||||||plur||inan|||||||||Pltm|||1.0|8
1594|результат|результата|результата|NOUN|1508|102|4|||||gent|sing|masc|inan||||||||||||1.0|9
1595|обработка|обработки|обработки|NOUN|1509|102|5|||||gent|sing|femn|inan||||||||||||1.0|3
1596|nrlpk|nrlpk|nrlpk|LATN|1510|102|6|LATN|||||||||||||||||||1.0|13
1597|этот|этой|этой|ADJF|1511|102|7|BADW||||gent|sing|femn|||||||||||Apro|Anph|1.0|7
1598|статья|статьи|статьи|NOUN|1512|102|8|||||gent|sing|femn|inan||||||||||||1.0|13
1599|,|,|,|PNCT|1513|102|9|PNCT|||||||||||||||||||1.0|141
1600|можно|можно|можно|PRED|1514|102|10|BADW|||||||||||||||||||1.0|6
1601|познакомиться|познакомиться|познакомиться|INFN|1515|102|11||||||||||||perf||||||||1.0|1
1602|на|на|на|INTJ|1516|102|12|BADW|||||||||||||||||||1.0|17
1603|github|github|GitHub|LATN|1517|102|13|LATN|||||||||||||||||||1.0|4
1604|.|.|.|PNCT|1518|102|14|PNCT|||||||||||||||||||1.0|103
1605|автор|автор|Автор|NOUN|1519|103|1|||||nomn|sing|masc|anim||||||||||||1.0|5
1606|,|,|,|PNCT|1520|103|2|PNCT|||||||||||||||||||1.0|141
1607|avl33|avl33|avl33|LATN|1521|103|3|LATN|||||||||||||||||||1.0|1
1608|.|.|.|PNCT|1522|103|4|PNCT|||||||||||||||||||1.0|103
