|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
857|устройство|устройство|Устройство|NOUN|781.0|44.0|8.0|SPEC||41.0||nomn|sing|neut|inan|||||||||||||1|1.0
858|и|и|и|CONJ|782.0|44.0|9.0|BADW||||||||||||||||||||104|2.0
859|техническое обслуживание|техническое обслуживание|Техническое Обслуживание|NAME|783.0|44.0|10.0|NAME|42.0|||||||||||||||||||1|1.0
860|технический|техническое|Техническое|ADJF|783.0|44.0|10.0|TITL||42.0||nomn|sing|neut||||||||||||||1|1.0
861|обслуживание|обслуживание|Обслуживание|NOUN|784.0|44.0|11.0|TITL||42.0||nomn|sing|neut|inan|||||||||||||1|1.0
862|бтр-80|бтр-80|БТР-80|DSNU|785.0|44.0|12.0|DSNU||||||||||||||||||||1|1.0
863|,|,|,|PNCT|786.0|44.0|13.0|PNCT||||||||||||||||||||232|3.0
864|оказался|окажется|окажется|VERB|787.0|44.0|14.0||||||sing|||futr|intr||perf|3per|||indc|||||2|1.0
865|что|что|что|ADVB|788.0|44.0|15.0|BADW||||||||||||||||||||25|1.0
866|нужен|нужно|нужно|ADJS|789.0|44.0|16.0||||||sing|neut|||||||||||Qual|||3|1.0
867|0,2 метра|0,2 метра|0,2 метра|NUSR|790.0|44.0|17.0|NUSR|43.0|||||||||||||||||||1|1.0
868|0,2|0,2|0,2|NUSR|790.0|44.0|17.0|NUSR||43.0||||||||||||||||||1|1.0
869|метр|метра|метра|NOUN|791.0|44.0|18.0|||43.0||gent|sing|masc|anim|||||||||||||15|1.0
870|снизу|снизу|снизу|ADVB|792.0|44.0|19.0|BADW||||||||||||||||||||4|1.0
871|отдать|отдать|отдать|INFN|793.0|44.0|20.0||||||||||||perf|||||||||1|1.0
872|под|под|под|NOUN|794.0|44.0|21.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
873|ништяки|ништяки|ништяки|UNKN|795.0|44.0|22.0|UNKN||||||||||||||||||||1|1.0
874|,|,|,|PNCT|796.0|44.0|23.0|PNCT||||||||||||||||||||232|3.0
875|и|и|и|CONJ|797.0|44.0|24.0|BADW||||||||||||||||||||104|2.0
876|ещё|ещё|ещё|ADVB|798.0|44.0|25.0|BADW||||||||||||||||||||17|1.0
877|у|у|у|INTJ|799.0|44.0|26.0|BADW||||||||||||||||||||19|1.0
878|каждый|каждого|каждого|ADJF|800.0|44.0|27.0|||||gent|sing|masc|||||||||||Apro|||5|1.0
879|колесо|колеса|колеса|NOUN|801.0|44.0|28.0|||||gent|sing|neut|inan|||||||||||||11|1.0
880|0,3 на|по 0,3 на|по 0,3 на|NUSR|802.0|44.0|29.0|NUSR|44.0|||||||||||||||||||2|2.0
881|по|по|по|NOUN|802.0|44.0|29.0|BADW||44.0||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
882|0,3|0,3|0,3|NUSR|803.0|44.0|30.0|NUSR||44.0||||||||||||||||||2|2.0
883|на|на|на|INTJ|804.0|44.0|31.0|BADW||44.0||||||||||||||||||65|2.0
884|0,3 на|0,3 на|0,3 на|NUSR|805.0|44.0|32.0|NUSR|45.0|||||||||||||||||||2|2.0
885|0,3|0,3|0,3|NUSR|805.0|44.0|32.0|NUSR||45.0||||||||||||||||||2|2.0
886|на|на|на|INTJ|806.0|44.0|33.0|BADW||45.0||||||||||||||||||65|2.0
887|0,5|0,5|0,5|NUSR|807.0|44.0|34.0|NUSR||||||||||||||||||||2|1.0
888|.|.|.|PNCT|808.0|44.0|35.0|PNCT||||||||||||||||||||157|1.0
889|и|и|И|CONJ|809.0|45.0|1.0|BADW||||||||||||||||||||104|3.0
890|ещё|ещё|ещё|ADVB|810.0|45.0|2.0|BADW||||||||||||||||||||17|1.0
891|наружу|наружу|наружу|ADVB|811.0|45.0|3.0|BADW||||||||||||||||||||1|1.0
892|есть|будет|будет|VERB|812.0|45.0|4.0|BADW|||||sing|||futr|intr||impf|3per|||indc|||||35|1.0
893|прям|прям|прям|ADJS|813.0|45.0|5.0|BADW|||||sing|masc|||||||||||Qual|||4|1.0
894|как|как|как|ADVB|814.0|45.0|6.0|BADW||||||||||||||||||||21|1.0
895|над|надо|надо|PREP|815.0|45.0|7.0|BADW||||||||||||||||||Vpre||8|1.0
896|надо|надо|надо|PRED|815.0|45.0|7.0|||||||||||||||||||||7|1.0
897|торчать|торчать|торчать|INFN|816.0|45.0|8.0||||||||||||impf|||||||||1|1.0
898|,|,|,|PNCT|817.0|45.0|9.0|PNCT||||||||||||||||||||232|2.0
899|в|в|в|NOUN|818.0|45.0|10.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
901|шина катка|шина каток|шину каток|2GRM|819.0|45.0|11.0|nPNC|173.0|||||||||||||||||||4|2.0
900|шина|шину|шину|NOUN|819.0|45.0|11.0|||||accs|sing|femn|inan|||||||||||||16|2.0
902|и|и|и|CONJ|820.0|45.0|12.0|BADW||||||||||||||||||||104|3.0
903|в|в|в|NOUN|821.0|45.0|13.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
905|шина катка|каток шина|каток шиной|2GRM|822.0|45.0|14.0|nPNC|174.0|||||||||||||||||||4|2.0
904|каток|каток|каток|NOUN|822.0|45.0|14.0|||||accs|sing|masc|inan|||||||||||||16|1.0
906|тоже|тоже|тоже|PRCL|823.0|45.0|15.0|BADW||||||||||||||||||||5|1.0
907|,|,|,|PNCT|824.0|45.0|16.0|PNCT||||||||||||||||||||232|2.0
908|и|и|и|CONJ|825.0|45.0|17.0|BADW||||||||||||||||||||104|3.0
909|за|за|за|PREP|826.0|45.0|18.0|BADW||||||||||||||||||||5|1.0
910|шина|шиной|шиной|NOUN|827.0|45.0|19.0||||||sing|femn|inan|||||||||||||16|2.0
911|.|.|.|PNCT|828.0|45.0|20.0|PNCT||||||||||||||||||||157|1.0
912|ну|ну|Ну|INTJ|829.0|46.0|1.0|BADW||||||||||||||||||||5|1.0
913|то|то|то|CONJ|830.0|46.0|2.0|BADW||||||||||||||||||||19|2.0
914|есть|есть|есть|INFN|831.0|46.0|3.0|BADW|||||||||||impf|||||||||35|1.0
915|прям|прям|прям|ADJS|832.0|46.0|4.0|BADW|||||sing|masc|||||||||||Qual|||4|1.0
916|очень|очень|очень|ADVB|833.0|46.0|5.0|BADW||||||||||||||||||||4|1.0
917|колёсный|колёсный|колёсный|ADJF|834.0|46.0|6.0|||||accs|sing|masc|inan|||||||||||||2|1.0
918|вариант|вариант|вариант|NOUN|835.0|46.0|7.0|||||accs|sing|masc|inan|||||||||||||2|1.0
919|это|это|это|PRCL|836.0|46.0|8.0|BADW||||||||||||||||||||55|1.0
920|полметра|полметра|полметра|NOUN|837.0|46.0|9.0|||||accs|sing|neut|inan|||||||||Sgtm||||4|1.0
921|к|к|к|NOUN|838.0|46.0|10.0|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr|||5|1.0
922|корпус|корпусу|корпусу|NOUN|839.0|46.0|11.0|||||datv|sing|masc|inan|||||||||||||20|1.0
923|метровый|метровому|метровому|ADJF|840.0|46.0|12.0|||||datv|sing|masc||||||||||||||2|1.0
924|,|,|,|PNCT|841.0|46.0|13.0|PNCT||||||||||||||||||||232|1.0
925|однако|однако|однако|CONJ|842.0|46.0|14.0|BADW||||||||||||||||||||5|1.0
926|бронь|брони|брони|NOUN|843.0|46.0|15.0|||||datv|sing|femn|inan|||||||||||||2|1.0
927|то|то|то|CONJ|844.0|46.0|16.0|BADW||||||||||||||||||||19|2.0
928|в|в|в|NOUN|845.0|46.0|17.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
929|он|нём|нём|NPRO|846.0|46.0|18.0|BADW|||||sing|masc||||||3per||||||Af-p||5|1.0
930|больше|больше|больше|ADVB|847.0|46.0|19.0|BADW||||||||||||||||||||4|1.0
931|3 раза|в 3 раза|в 3 раза|NUSR|848.0|46.0|20.0|NUSR|46.0|||||||||||||||||||3|1.0
932|в|в|в|NOUN|848.0|46.0|20.0|BADW||46.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
933|3|3|3|NUMB|849.0|46.0|21.0|NUMB||46.0||||||||||||||||||6|1.0
934|раз|раза|раза|NOUN|850.0|46.0|22.0|BADW||46.0||gen1|sing|masc|inan|||||||||||||12|1.0
935|.|.|.|PNCT|851.0|46.0|23.0|PNCT||||||||||||||||||||157|1.0
936|15%|15%|15%|NUSR|852.0|47.0|1.0|NUSR||||||||||||||||||||4|1.0
937|по|по|по|NOUN|853.0|47.0|2.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
938|металлический|металлической|металлической|ADJF|854.0|47.0|3.0|||||gent|sing|femn||||||||||||||1|1.0
939|часть|части|части|NOUN|855.0|47.0|4.0|||||gent|sing|femn|inan|||||||||||||3|1.0
940|.|.|.|PNCT|856.0|47.0|5.0|PNCT||||||||||||||||||||157|1.0
941|схема|схема|Схема|NOUN|857.0|48.0|1.0|||||nomn|sing|femn|inan|||||||||||||2|1.0
942|.|.|.|PNCT|858.0|48.0|2.0|PNCT||||||||||||||||||||157|1.0
943|в|в|В|NOUN|859.0|49.0|1.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
944|принцип|принципе|принципе|NOUN|860.0|49.0|2.0||||||sing|masc|inan|||||||||||||2|1.0
945|не|не|не|PRCL|861.0|49.0|3.0|||||||||||||||||||||40|2.0
946|есть|буду|буду|VERB|862.0|49.0|4.0|BADW|||||sing|||futr|intr||impf|1per|||indc|||||35|1.0
947|заторачиваться|заторачиваться|заморачиваться|INFN|863.0|49.0|5.0||||||||||||impf|||||||||1|1.0
948|с|с|с|NOUN|864.0|49.0|6.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
949|правильный|правильным|правильным|ADJF|865.0|49.0|7.0||||||sing|masc|||||||||||Qual|||1|1.0
950|угол|углом|углом|NOUN|866.0|49.0|8.0||||||sing|masc|inan|||||||||||||4|1.0
951|наклон|наклона|наклона|NOUN|867.0|49.0|9.0|||||gent|sing|masc|inan|||||||||||||2|1.0
952|нлд|нлд|НЛД|NOUN|868.0|49.0|10.0|ABVR|||||sing||inan|||||||||Fixd|Abbr|||4|1.0
953|или|или|или|CONJ|869.0|49.0|11.0|BADW||||||||||||||||||||11|1.0
954|вставка|вставкой|вставкой|NOUN|870.0|49.0|12.0||||||sing|femn|inan|||||||||||||1|1.0
955|визуален|визуально|визуально|ADJS|871.0|49.0|13.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
956|крыша|крыши|крыши|NOUN|872.0|49.0|14.0|||||gent|sing|femn|inan|||||||||||||11|1.0
957|в|в|в|NOUN|873.0|49.0|15.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
958|борт|борта|борта|NOUN|874.0|49.0|16.0|||||gent|sing|masc|inan|||||||||||||11|1.0
959|вместо|вместо|вместо|PREP|875.0|49.0|17.0|BADW||||||||||||||||||||2|1.0
960|поклажа|поклажи|поклажи|NOUN|876.0|49.0|18.0|||||gent|sing|femn|inan|||||||||||||1|1.0
961|её|её|её|ADJF|877.0|49.0|19.0|BADW||||nomn|sing|masc||||||||||Fixd|Apro|Anph||1|1.0
962|сверху|сверху|сверху|ADVB|878.0|49.0|20.0|BADW||||||||||||||||||||4|1.0
963|,|,|,|PNCT|879.0|49.0|21.0|PNCT||||||||||||||||||||232|2.0
964|хватил|хватит|хватит|VERB|880.0|49.0|22.0||||||sing|||futr|tran||perf|3per|||indc|||||1|1.0
965|того|того|того|NOUN|881.0|49.0|23.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Geox|||1|1.0
966|что|что|что|ADVB|882.0|49.0|24.0|BADW||||||||||||||||||||25|1.0
967|под|под|под|NOUN|883.0|49.0|25.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
968|мотор|мотор|мотор|NOUN|884.0|49.0|26.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
969|габаритен|габаритно|габаритно|ADJS|885.0|49.0|27.0||||||sing|neut|||||||||||Qual|||1|1.0
970|1050 мм|1050 мм|1050 мм|NUSR|886.0|49.0|28.0|NUSR|47.0|||||||||||||||||||1|1.0
971|1050|1050|1050|NUMB|886.0|49.0|28.0|NUMB||47.0||||||||||||||||||1|1.0
972|мм|мм|мм|INTJ|887.0|49.0|29.0|BADW||47.0||||||||||||||||||12|1.0
973|там|там|там|ADVB|888.0|49.0|30.0|BADW||||||||||||||||||||17|1.0
974|где|где|где|ADVB|889.0|49.0|31.0|BADW||||||||||||||||||||2|1.0
975|он|он|он|NPRO|890.0|49.0|32.0|BADW||||nomn|sing|masc||||||3per||||||Anph||5|1.0
976|менее|менее|менее|ADVB|891.0|49.0|33.0|BADW||||||||||||||||||||4|1.0
977|1000|1000|1000|NUMB|892.0|49.0|34.0|NUMB||||||||||||||||||||1|1.0
978|,|,|,|PNCT|893.0|49.0|35.0|PNCT||||||||||||||||||||232|2.0
979|я|я|я|NOUN|894.0|49.0|36.0|BADW||||nomn|sing|ms-f|anim|||||||||Fixd|Name|Init||8|1.0
980|же|же|же|CONJ|895.0|49.0|37.0|BADW||||||||||||||||||||11|1.0
981|блог|блог|блог|NOUN|896.0|49.0|38.0|||||nomn|sing|masc|inan|||||||||||||6|1.0
982|пишу|пишу|пишу|VERB|897.0|49.0|39.0||||||sing|||pres|tran||impf|1per|||indc|||||5|1.0
983|а|а|а|CONJ|898.0|49.0|40.0|BADW||||||||||||||||||||36|1.0
984|не|не|не|PRCL|899.0|49.0|41.0|||||||||||||||||||||40|2.0
985|эскиз|эскиз|эскиз|NOUN|900.0|49.0|42.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
986|вышестоящий|вышестоящему|вышестоящему|ADJF|901.0|49.0|43.0|||||datv|sing|masc||||||||||||||1|1.0
987|конструктор|конструктору|конструктору|NOUN|902.0|49.0|44.0|||||datv|sing|masc|inan|||||||||||||1|1.0
988|.|.|.|PNCT|903.0|49.0|45.0|PNCT||||||||||||||||||||157|1.0
989|ведь|ведь|Ведь|CONJ|904.0|50.0|1.0|BADW||||||||||||||||||||5|1.0
990|мы|нас|нас|NPRO|905.0|50.0|2.0|BADW||||gent|plur|||||||1per||||||||7|1.0
991|устраиваю|устраивает|устраивает|VERB|906.0|50.0|3.0||||||sing|||pres|tran||impf|3per|||indc|||||1|1.0
992|что|что|что|ADVB|907.0|50.0|4.0|BADW||||||||||||||||||||25|1.0
993|сарай|сарай|сарай|NOUN|908.0|50.0|5.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
994|стал|стал|стал|VERB|909.0|50.0|6.0||||||sing|masc||past|intr||perf||||indc|||||4|1.0
995|больше|больше|больше|ADVB|910.0|50.0|7.0|BADW||||||||||||||||||||4|1.0
996|в|в|в|NOUN|911.0|50.0|8.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
997|половина|половину|половину|NOUN|912.0|50.0|9.0|||||accs|sing|femn|inan|||||||||||||2|1.0
998|а|а|а|CONJ|913.0|50.0|10.0|BADW||||||||||||||||||||36|1.0
999|броня|брони|брони|NOUN|914.0|50.0|11.0|SPEC||||nomn|plur|femn|inan|||||||||||||27|1.0
1000|3 раза|в 3 раза|в 3 раза|NUSR|915.0|50.0|12.0|NUSR|48.0|||||||||||||||||||3|1.0
1001|в|в|в|NOUN|915.0|50.0|12.0|BADW||48.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
1002|3|3|3|NUMB|916.0|50.0|13.0|NUMB||48.0||||||||||||||||||6|1.0
1003|раз|раза|раза|NOUN|917.0|50.0|14.0|BADW||48.0||gen1|sing|masc|inan|||||||||||||12|1.0
1004|.|.|.|PNCT|918.0|50.0|15.0|PNCT||||||||||||||||||||157|1.0
1005|я|я|Я|NOUN|919.0|51.0|1.0|BADW||||nomn|sing|ms-f|anim|||||||||Fixd|Name|Init||8|1.0
1006|даже|даже|даже|PRCL|920.0|51.0|2.0|BADW||||||||||||||||||||6|1.0
1007|огранка|огранку|огранку|NOUN|921.0|51.0|3.0|||||accs|sing|femn|inan|||||||||||||1|1.0
1008|делать|делать|делать|INFN|922.0|51.0|4.0||||||||||||impf|||||||||2|1.0
1009|не|не|не|PRCL|923.0|51.0|5.0|||||||||||||||||||||40|1.0
1010|есть|буду|буду|VERB|924.0|51.0|6.0|BADW|||||sing|||futr|intr||impf|1per|||indc|||||35|1.0
1011|чтобы|чтобы|чтобы|CONJ|925.0|51.0|7.0|BADW||||||||||||||||||||7|1.0
1012|добыть|добыть|добыть|INFN|926.0|51.0|8.0||||||||||||perf|||||||||1|1.0
1013|ещё|ещё|ещё|ADVB|927.0|51.0|9.0|BADW||||||||||||||||||||17|1.0
1014|10%|10%|10%|NUSR|928.0|51.0|10.0|NUSR||||||||||||||||||||2|1.0
1015|броня|брони|брони|NOUN|929.0|51.0|11.0|SPEC||||accs|plur|femn|inan|||||||||||||27|1.0
1016|.|.|.|PNCT|930.0|51.0|12.0|PNCT||||||||||||||||||||157|1.0
1017|прост|просто|Просто|ADJS|931.0|52.0|1.0|BADW|||||sing|neut|||||||||||Qual|||6|1.0
1018|полный|полная|полная|ADJF|932.0|52.0|2.0|||||nomn|sing|femn|||||||||||Qual|||9|1.0
1019|сборка|сборка|сборка|NOUN|933.0|52.0|3.0|||||nomn|sing|femn|inan|||||||||||||1|1.0
1020|есть|будет|будет|VERB|934.0|52.0|4.0|BADW|||||sing|||futr|intr||impf|3per|||indc|||||35|1.0
1021|в|в|в|NOUN|935.0|52.0|5.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
1022|следующий|следующем|следующем|ADJF|936.0|52.0|6.0||||||sing|masc||||||||||||||1|1.0
1023|выпуск|выпуске|выпуске|NOUN|937.0|52.0|7.0||||||sing|masc|inan|||||||||||||2|1.0
1024|,|,|,|PNCT|938.0|52.0|8.0|PNCT||||||||||||||||||||232|2.0
1025|а|а|а|CONJ|939.0|52.0|9.0|BADW||||||||||||||||||||36|2.0
1026|это|это|это|PRCL|940.0|52.0|10.0|BADW||||||||||||||||||||55|1.0
1027|по|по|по|NOUN|941.0|52.0|11.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
1028|умолчание|умолчанию|умолчанию|NOUN|942.0|52.0|12.0|||||datv|sing|neut|inan|||||||||||||1|1.0
1029|аппарат|аппарат|аппарат|NOUN|943.0|52.0|13.0|SPEC||||nomn|sing|masc|inan|||||||||||||2|1.0
1030|тип|типа|типа|NOUN|944.0|52.0|14.0|BADW||||gent|sing|masc|anim|||||||||||||2|1.0
1031|гроб|гроб|гроб|NOUN|945.0|52.0|15.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
1032|собранный|собранный|собранный|PRTF|946.0|52.0|16.0|||||nomn|sing|masc||past|tran||perf|||pssv||||||1|1.0
1033|из|из|из|PREP|947.0|52.0|17.0|BADW||||||||||||||||||||8|1.0
1034|листовой|листового|листового|ADJF|948.0|52.0|18.0|||||gent|sing|masc||||||||||||||3|1.0
1035|железо|железа|железа|NOUN|949.0|52.0|19.0|||||gent|sing|neut|inan|||||||||||||2|1.0
1036|,|,|,|PNCT|950.0|52.0|20.0|PNCT||||||||||||||||||||232|2.0
1037|а|а|а|CONJ|951.0|52.0|21.0|BADW||||||||||||||||||||36|2.0
1038|значит|значит|значит|CONJ|952.0|52.0|22.0|BADW||||||||||||||||||||4|1.0
1039|весь|весь|весь|ADJF|953.0|52.0|23.0|BADW||||nomn|sing|masc|||||||||||Apro|||24|1.0
1040|вешу|весь|весь|VERB|953.0|52.0|23.0||||||sing||||tran||impf||excl||impr|||||3|1.0
1041|он|он|он|NPRO|954.0|52.0|24.0|BADW||||nomn|sing|masc||||||3per||||||Anph||5|1.0
1042|сугуб|сугубо|сугубо|ADJS|955.0|52.0|25.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
1043|настолько|настолько|настолько|ADVB|956.0|52.0|26.0|BADW||||||||||||||||||||1|1.0
1044|утилитарный|утилитарный|утилитарный|ADJF|957.0|52.0|27.0|||||accs|sing|masc|inan|||||||||||||1|1.0
1045|что|что|что|ADVB|958.0|52.0|28.0|BADW||||||||||||||||||||25|1.0
1046|стою|стоит|стоит|VERB|959.0|52.0|29.0||||||sing|||pres|tran||impf|3per|||indc|||||2|1.0
1047|меньше|меньше|меньше|COMP|960.0|52.0|30.0|||||||||||||||||||||4|1.0
1048|чем|чем|чем|CONJ|961.0|52.0|31.0|BADW||||||||||||||||||||11|1.0
1049|парный|парный|парный|ADJF|962.0|52.0|32.0|||||accs|sing|masc|inan|||||||||||||1|1.0
1050|пуск|пуск|пуск|NOUN|963.0|52.0|33.0|||||accs|sing|masc|inan|||||||||||||1|1.0
1051|авиатор|авиаторов|авиаПТУРов|NOUN|964.0|52.0|34.0|||||accs|plur|masc|anim||||||||||Name||а|2|1.0
1052|.|.|.|PNCT|965.0|52.0|35.0|PNCT||||||||||||||||||||157|1.0
1053|сабж|сабж|Сабж|NOUN|966.0|53.0|1.0|||||accs|sing|masc|inan|||||||||||Slng||4|1.0
1054|на|на|на|INTJ|967.0|53.0|2.0|BADW||||||||||||||||||||65|1.0
1055|25 т|25 т|25 т|NUSR|968.0|53.0|3.0|NUSR|49.0|||||||||||||||||||1|1.0
1056|25|25|25|NUMB|968.0|53.0|3.0|NUMB||49.0||||||||||||||||||2|1.0
1057|т|т|т|ADJF|969.0|53.0|4.0|BADW||49.0||nomn|sing|masc||||||||||Fixd|Abbr|||7|1.0
1058|,|,|,|PNCT|970.0|53.0|5.0|PNCT||||||||||||||||||||232|1.0
1059|реален|реально|реально|ADJS|971.0|53.0|6.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
1060|вышел|вышел|вышел|VERB|972.0|53.0|7.0||||||sing|masc||past|intr||perf||||indc|||||8|1.0
1061|по|по|по|NOUN|973.0|53.0|8.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
1062|цена|цене|цене|NOUN|974.0|53.0|9.0|||||datv|sing|femn|inan|||||||||||||6|1.0
1063|ниже|ниже|ниже|ADVB|975.0|53.0|10.0|BADW||||||||||||||||||||3|1.0
1064|птрк|птрк|ПТРК|NOUN|976.0|53.0|11.0|SPEC|||||sing||anim||||||||||Name|||3|1.0
1065|спайка|спайку|Спайк|NOUN|977.0|53.0|12.0|TITL||||accs|sing|femn|inan|||||||||||||1|1.0
1066|или|или|или|CONJ|978.0|53.0|13.0|BADW||||||||||||||||||||11|1.0
1067|джавелин|джавелин|Джавелин|NOUN|979.0|53.0|14.0|NAME|||||sing||anim||||||||||Name|||1|1.0
1068|.|.|.|PNCT|980.0|53.0|15.0|PNCT||||||||||||||||||||157|1.0
1069|технически|технически|Технически|ADVB|981.0|54.0|1.0|||||||||||||||||||||1|1.0
1070|это|это|это|PRCL|982.0|54.0|2.0|BADW||||||||||||||||||||55|1.0
1071|ходовой|ходовая|ходовая|ADJF|983.0|54.0|3.0|||||nomn|sing|femn||||||||||||||17|1.0
1072|грузовик|грузовика|грузовика|NOUN|984.0|54.0|4.0|||||gent|sing|masc|inan|||||||||||||1|1.0
1073|на|на|на|INTJ|985.0|54.0|5.0|BADW||||||||||||||||||||65|1.0
1074|который|которую|которую|ADJF|986.0|54.0|6.0|BADW||||accs|sing|femn|||||||||||Subx|Anph||5|1.0
1075|поставлен|поставлен|поставлен|PRTS|987.0|54.0|7.0||||||sing|masc||past|||perf|||pssv||||||1|1.0
1076|корпус|корпус|корпус|NOUN|988.0|54.0|8.0|||||nomn|sing|masc|inan|||||||||||||20|1.0
1077|и|и|и|CONJ|989.0|54.0|9.0|BADW||||||||||||||||||||104|1.0
1078|мто|мто|МТО|NOUN|990.0|54.0|10.0|SPEC|||||sing||anim||||||||||Name|||9|1.0
1079|перенесён|перенесено|перенесено|PRTS|991.0|54.0|11.0||||||sing|neut||past|||perf|||pssv||||||1|1.0
1080|бронекапуста|бронекапусты|бронекапуслы|NOUN|992.0|54.0|12.0|||||nomn|plur|femn|inan||||||||||||броне|1|1.0
1081|.|.|.|PNCT|993.0|54.0|13.0|PNCT||||||||||||||||||||157|1.0
1082|по|по|По|NOUN|994.0|55.0|1.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
1083|цена|цене|цене|NOUN|995.0|55.0|2.0|||||datv|sing|femn|inan|||||||||||||6|1.0
1084|фура+работа+листовая|фура+работа+листовая|фура+работа+листовая|WLTR|996.0|55.0|3.0|WLTR||||||||||||||||||||1|1.0
1085|броня|броня|броня|NOUN|997.0|55.0|4.0|SPEC||||nomn|sing|femn|inan|||||||||||||27|1.0
1086|.|.|.|PNCT|998.0|55.0|5.0|PNCT||||||||||||||||||||157|1.0
